RANK,SX,CAT,LOC,Category,COLLEGE,PHASE
150890,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
183129,M,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
184445,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
187898,M,BC-A,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
192705,F,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
196293,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
206796,M,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
212202,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
212489,M,BC-A,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
214308,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
227207,M,SC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
227287,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
233784,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
234119,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
236094,F,BC-A,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
238950,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
239206,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
240871,M,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
241525,M,BC-E,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
241984,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
243779,M,SC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
244127,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
247355,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
248309,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
249001,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
250367,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
251918,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
253159,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
253163,M,BC-C,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
255053,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
256664,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
257090,M,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
257945,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
262351,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
264178,M,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
267193,M,SC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
268540,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
269696,M,BC-C,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
270036,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
271382,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P2
387632,M,SC,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P2
408436,F,BC-D,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P2
655008,F,BC-A,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P2
710769,F,BC-D,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P2
770283,F,OC,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P2
905231,F,OC,OTHERS,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P2
56478,F,OC,OTHERS,B1,"NRI Medical College, Chinnakakani",P2
58855,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
60861,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
62389,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
63088,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
65179,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
66256,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
67651,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
68219,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
68913,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
69764,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
70072,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P2
70648,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
71096,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
71244,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
71323,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
73683,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
75256,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
75465,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
76271,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
77070,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
77201,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
77894,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
78087,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
78611,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
78631,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
78776,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
79053,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
79219,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
79448,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
79963,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
81272,F,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
82675,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
82941,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
83123,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
83265,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
84754,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
85359,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
86494,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
86714,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
87012,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
87450,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
87706,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
88034,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
89365,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
91088,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
91452,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
91730,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
94014,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
96030,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
96050,F,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
96909,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
97777,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
98830,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
99780,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
100482,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
100532,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
101180,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
101955,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
102432,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
103739,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
104386,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
104564,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
105514,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
106445,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
108145,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
109562,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
110090,F,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P2
111139,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
111912,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P2
191818,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P2
205071,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
338632,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
347873,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
401045,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
421157,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P2
426275,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
492783,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P2
528778,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
561759,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
575046,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
578023,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
585101,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
596972,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P2
615779,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
660375,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
865418,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P2
915945,M,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P2
976518,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P2
991640,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P2
78500,F,OC,AP,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
88134,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
88668,F,OC,AP,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
97984,F,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
99603,F,OC,AP,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
113109,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
115495,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
116590,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
116631,F,OC,AP,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
118565,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
123606,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
140825,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
144311,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
150987,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
151377,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
152204,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
159431,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
159523,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
176478,F,SC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
178399,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
178987,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
180267,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
180338,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
181626,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
188090,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
188922,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
193563,M,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
197301,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
197546,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
202438,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
204989,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
207226,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
212534,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
212585,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
216116,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
216831,M,BC-A,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
216881,M,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
219852,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
219978,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
220673,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
221300,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
223938,M,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
225518,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
226969,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
229068,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
231520,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
231752,M,BC-A,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
232892,M,ST,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
233340,M,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
236457,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
237531,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
237944,F,BC-A,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
240526,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
364868,F,OC,OTHERS,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
424958,M,OC,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
449343,M,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
488597,F,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
494135,F,BC-E,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
514864,F,OC,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
541707,F,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
547586,F,BC-A,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
573910,F,BC-D,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
683794,M,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
698494,F,OC,OTHERS,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
795321,M,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
799389,M,OC,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
859783,F,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
896097,F,OC,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
1145749,M,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P2
122705,F,OC,AP,B1,"Santhiram Medical College, Nandyal",P2
127001,F,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P2
129257,F,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P2
140828,M,OBC,OTHERS,B1,"Santhiram Medical College, Nandyal",P2
144549,F,OBC,OTHERS,B1,"Santhiram Medical College, Nandyal",P2
152706,F,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P2
154432,M,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P2
156465,F,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P2
169216,F,OC,OTHERS,NRI,"Santhiram Medical College, Nandyal",P2
181235,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
190663,M,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P2
194448,F,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P2
202703,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
204984,F,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P2
206696,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
208811,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
211582,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
224220,M,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P2
225558,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P2
228489,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
228629,M,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P2
230083,F,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P2
230100,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P2
232911,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
236562,M,SC,AP,B2,"Santhiram Medical College, Nandyal",P2
237322,F,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P2
240654,M,SC,AP,B2,"Santhiram Medical College, Nandyal",P2
242220,M,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P2
243181,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P2
244406,F,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P2
245050,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
245172,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
246766,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P2
246789,F,BC-C,AP,B2,"Santhiram Medical College, Nandyal",P2
246820,M,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P2
247481,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
252140,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
254253,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
254899,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
255406,M,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P2
256432,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P2
257554,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
258933,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
259882,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
262991,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
264960,M,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P2
266240,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P2
266337,F,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P2
266351,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P2
266772,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P2
268139,M,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P2
274557,M,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P2
274723,M,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P2
274931,F,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P2
377669,M,BC-E,AP,NRI,"Santhiram Medical College, Nandyal",P2
460648,F,BC-C,AP,NRI,"Santhiram Medical College, Nandyal",P2
482691,F,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
575149,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
651463,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
772605,F,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
791584,F,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
794189,F,BC-A,AP,NRI,"Santhiram Medical College, Nandyal",P2
820079,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
852567,F,BC-D,AP,NRI,"Santhiram Medical College, Nandyal",P2
861144,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
872958,F,SC,AP,NRI,"Santhiram Medical College, Nandyal",P2
917224,M,OC,OTHERS,NRI,"Santhiram Medical College, Nandyal",P2
975032,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
976080,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P2
140887,F,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
141403,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
153823,M,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
157118,F,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
157387,M,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
157595,M,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
160549,M,OBC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
164775,F,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
165901,F,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
245202,F,BC-B,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
252580,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
254749,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
256094,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
256770,F,BC-E,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
257983,F,BC-D,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
263698,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
266398,M,BC-B,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
278574,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
281671,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
283768,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
284526,M,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
285542,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
285594,M,BC-B,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
287250,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
287641,M,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
295433,F,BC-D,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
297591,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
298328,M,BC-A,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
301129,F,BC-B,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
301207,M,BC-C,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
301294,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
301302,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
302499,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
302632,F,ST,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
303280,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
303397,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
304590,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
304647,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
304668,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
305111,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
305371,F,BC-D,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
305429,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
305455,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
306639,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
308327,F,BC-A,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
308399,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
308594,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
308621,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
310195,F,BC-A,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
310353,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
310798,F,BC-D,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
310820,F,BC-C,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
310969,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
475987,F,OC,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
638217,F,SC,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
783822,M,OC,OTHERS,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
806146,M,SC,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
811051,M,OC,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
811674,M,ST,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
945634,F,OBC,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P2
