COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,PHASE,Category
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",240682,OU,BCB,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",240708,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",241103,OU,OC,F,NO,NO,NO,P3,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",241976,OU,OC,F,NO,NO,NO,P2,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",250643,OU,OC,F,NO,NO,NO,P2,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",251481,OU,BCB,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",251490,OU,BCE,F,MSM,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",251516,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",254837,OU,BCE,F,MSM,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",256555,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",258040,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",258135,OU,BCB,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",258256,OU,ST,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",263114,OU,OC,F,NO,NO,NO,P2,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",264695,OU,BCD,F,NO,NO,NO,P2,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",264735,OU,BCE,F,MSM,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",265107,OU,OC,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",266597,OU,BCE,F,MSM,NO,NO,P3,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",266658,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",267549,OU,BCD,F,NO,NO,NO,P2,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",268007,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",268320,OU,BCD,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",270469,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271419,OU,SC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271540,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271732,OU,BCB,F,NO,NO,NO,P2,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271755,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271816,OU,OC,F,MSM,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271918,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",274918,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",276425,OU,BCD,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",277991,OU,BCE,F,MSM,NO,NO,P3,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",278141,OU,BCB,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",279943,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",280637,OU,BCB,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",281401,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",283621,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",283865,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",284376,OU,OC,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",285766,OU,BCB,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",287005,OU,BCE,F,MSM,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",288528,OU,BCD,F,NO,NO,NO,P1,B
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",416715,OU,OC,F,NO,NRI,NO,P3,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",436365,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",488969,OU,BCB,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",499719,OU,BCB,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",509734,OU,OC,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",525042,OU,BCD,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",541639,OU,SC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",558958,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",592968,OU,BCA,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",624441,OU,OC,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",637595,NL,OC,F,MSM,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",651191,NL,OC,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",682282,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",698093,OU,BCB,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",724541,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",727272,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",733826,OU,OC,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",737989,NL,BCD,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",742190,OU,BCB,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",780897,OU,OC,F,MSM,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",786758,OU,BCD,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",800113,OU,BCE,F,MSM,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",823700,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",861473,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",866195,OU,SC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",871109,OU,OC,F,NO,NRI,NO,P2,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",880595,OU,OC,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",1065228,OU,BCD,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",1092298,OU,ST,F,NO,NRI,NO,P1,C
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",1208613,OU,SC,F,NO,NRI,NO,P1,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,88783,NL,OC,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,93665,NL,OC,F,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,93966,NL,OC,M,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,95149,NL,OC,M,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,95156,NL,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,96042,NL,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,98048,NL,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,99867,NL,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,175102,OU,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,211308,OU,BCD,M,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,226141,OU,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,227376,NL,OC,M,MSM,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,243672,OU,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,253926,OU,OC,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,256381,OU,BCB,M,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,261469,OU,OC,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,265062,OU,ST,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,270602,OU,BCB,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,271838,OU,BCB,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,273973,OU,OC,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,274604,OU,OC,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,276432,OU,OC,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,276766,OU,BCB,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,278037,OU,BCB,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,279883,OU,BCE,M,MSM,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,281539,OU,BCE,F,MSM,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,281821,OU,OC,M,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,281957,OU,OC,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,287154,OU,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,289915,OU,OC,F,NO,NRI,NO,P1,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,290235,OU,OC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,290630,OU,BCD,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,290764,OU,OC,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,292257,OU,BCB,M,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,297852,OU,BCA,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,300282,OU,OC,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,300920,OU,ST,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,303071,OU,SC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,304518,OU,BCD,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,304860,OU,BCC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,308077,OU,BCB,M,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,308735,OU,BCE,M,MSM,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,310962,OU,OC,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,312188,OU,OC,F,MSM,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,316174,OU,SC,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,317504,OU,OC,F,NO,NO,NO,P2,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,317727,OU,BCC,M,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,317990,OU,BCD,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,318180,OU,BCB,F,NO,NO,NO,P1,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,320275,OU,SC,F,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,321102,OU,OC,F,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,321785,OU,BCB,F,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,322733,OU,BCC,F,NO,NO,NO,P3,B
MEDICITY INSTITUTE OF MEDICAL SCIENCES,353489,NL,OC,M,MSM,NRI,NO,P4,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,537961,OU,OC,M,NO,NRI,NO,P2,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,714016,OU,BCB,F,NO,NRI,NO,P1,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,715108,OU,ST,M,NO,NRI,NO,P4,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,777284,NL,OC,M,MSM,NRI,NO,P2,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,796953,NL,OC,M,NO,NRI,NO,P2,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,868591,OU,BCB,M,NO,NRI,NO,P1,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,882071,OU,BCD,M,NO,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,890656,OU,BCD,M,NO,NRI,NO,P2,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,893404,OU,OC,F,NO,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,893845,OU,BCB,F,NO,NRI,NO,P1,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,893891,NL,OC,M,NO,NRI,NO,P4,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,895905,OU,BCC,F,NO,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,899970,OU,BCB,F,NO,NRI,NO,P1,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,901766,OU,SC,M,NO,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,927530,NL,OC,F,NO,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,949142,OU,OC,M,NO,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,1014471,OU,BCD,M,NO,NRI,NO,P2,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,1078398,OU,ST,M,NO,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,1104448,OU,BCE,F,MSM,NRI,NO,P3,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,1107693,OU,BCD,M,NO,NRI,NO,P1,C
MEDICITY INSTITUTE OF MEDICAL SCIENCES,1202027,OU,BCB,F,NO,NRI,NO,P3,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",98605,NL,OC,M,NO,NO,NO,P3,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",102707,NL,OC,M,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",102891,NL,OC,F,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",123757,NL,OC,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",130118,NL,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",132556,NL,OC,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",134028,NL,OC,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",134844,NL,OC,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",228947,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",247404,OU,BCB,F,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",247772,OU,BCD,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",266315,OU,BCB,M,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",269716,OU,BCA,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",271384,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",283164,OU,BCE,F,MSM,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",292733,OU,ST,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",297440,OU,BCE,F,MSM,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",312176,OU,ST,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",314717,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",319985,OU,ST,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",321602,OU,SC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",323534,OU,BCD,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",326032,OU,BCB,F,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",327453,OU,SC,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",328992,OU,OC,F,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",329461,OU,OC,M,NO,NRI,NO,P3,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",331443,OU,OC,F,NO,NO,NO,P3,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",335682,OU,SC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",343241,OU,BCD,F,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",347151,OU,SC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",349294,OU,OC,F,NO,NO,NO,P2,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",351640,OU,OC,M,NO,NO,NO,P3,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",352336,OU,BCD,M,NO,NO,NO,P3,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",355177,OU,OC,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",363873,OU,BCE,F,MSM,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",368613,OU,BCB,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",371924,OU,BCD,F,NO,NO,NO,P3,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",378369,OU,BCD,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",382944,OU,BCB,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",387430,OU,BCA,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",391947,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",402931,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",405495,OU,ST,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",407504,OU,SC,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",408941,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",409826,OU,BCB,M,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",412161,OU,SC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",417138,OU,BCD,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",419031,OU,BCD,F,NO,NRI,NO,P1,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",421939,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",428804,OU,SC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",429163,OU,OC,F,NO,NO,NO,P1,B
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",475364,OU,OC,F,NO,NRI,NO,P4,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",478470,NL,BCE,F,MSM,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",551519,OU,OC,F,NO,NRI,NO,P4,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",567374,NL,OC,M,NO,NRI,NO,P4,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",568021,OU,OC,M,MSM,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",569561,OU,OC,F,NO,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",598798,AU,BCE,M,MSM,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",699232,NL,OC,M,NO,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",733709,OU,OC,M,NO,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",766125,OU,BCD,F,NO,NRI,NO,P3,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",794556,OU,BCD,M,NO,NRI,NO,P4,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",833808,OU,OC,F,NO,NRI,NO,P1,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",859264,OU,ST,M,NO,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",871664,OU,OC,F,NO,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",917568,OU,SC,M,NO,NRI,NO,P1,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",918203,OU,ST,F,NO,NRI,NO,P4,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",926451,NL,SC,M,NO,NRI,NO,P4,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",947208,OU,OC,F,NO,NRI,NO,P1,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",948581,OU,BCA,F,NO,NRI,NO,P1,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",1016352,OU,BCD,F,NO,NRI,NO,P2,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",1045160,OU,BCD,F,NO,NRI,NO,P3,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",1061343,OU,BCB,M,NO,NRI,NO,P1,C
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",1071504,OU,BCB,M,NO,NRI,NO,P3,C
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",114004,NL,OC,M,MSM,NO,NO,P3,B
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",119543,NL,OC,F,NO,NO,NO,P4,B
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",121283,NL,OC,M,NO,NO,NO,P3,B
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",121485,NL,OC,F,NO,NO,NO,P3,B
