COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
"ACSR Government Medical College, Nellore",143181,1205230033,467,F,BCE,AU,P2,NO
"ACSR Government Medical College, Nellore",143492,1201030272,467,M,ST,SVU,P2,NO
"ACSR Government Medical College, Nellore",144052,1212010432,466,M,ST,SVU,P1,NO
"ACSR Government Medical College, Nellore",145842,1205040523,465,M,ST,SVU,P1,NO
"ACSR Government Medical College, Nellore",152622,1204040453,459,F,ST,SVU,P1,NO
"ACSR Government Medical College, Nellore",158343,1205140302,454,M,ST,SVU,P1,NO
"ACSR Government Medical College, Nellore",158572,1204060355,454,F,ST,SVU,P1,NO
"ACSR Government Medical College, Nellore",164440,1204020650,449,M,ST,SVU,P2,NO
"ACSR Government Medical College, Nellore",173855,4208080088,441,F,ST,SVU,P2,NO
"Government Medical College, Nandyal",42944,2001460487,578,M,OC,APNL,P2,NO
"Government Medical College, Nandyal",49179,1201120155,569,F,OC,AU,P2,NO
"Government Medical College, Nandyal",49285,1206030433,569,F,OC,AU,P2,NO
"Government Medical College, Nandyal",50983,1203040177,567,M,OC,SVU,P2,NO
"Government Medical College, Nandyal",52100,1206090322,565,F,BCD,AU,P1,NO
"Government Medical College, Nandyal",52618,1205220247,565,F,OC,SVU,P2,NO
"Government Medical College, Nandyal",53379,1221030039,564,F,OC,SVU,P2,NO
"Government Medical College, Nandyal",54316,4215020025,562,F,OC,SVU,P2,NO
"Government Medical College, Nandyal",72986,1202020484,539,M,BCE,SVU,P1,NO
"Government Medical College, Nandyal",77841,1202010517,533,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",77875,1205260055,533,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",78164,1201010491,533,M,BCA,AU,P1,NO
"Government Medical College, Nandyal",78811,1202030288,532,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",79199,1205160359,532,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",79588,1203040040,531,F,BCD,SVU,P1,NO
"Government Medical College, Nandyal",81228,1202050470,529,F,BCE,SVU,P1,NO
"Government Medical College, Nandyal",81464,1228020093,529,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",83861,1202030100,526,M,BCE,SVU,P1,NO
"Government Medical College, Nandyal",84221,1202050062,526,M,BCE,SVU,P1,NO
"Government Medical College, Nandyal",85029,1205130340,525,M,BCD,SVU,P1,NO
"Government Medical College, Nandyal",85973,1203040160,524,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",86878,1205140112,523,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",87442,1202060191,522,M,BCD,SVU,P1,NO
"Government Medical College, Nandyal",87454,1202010868,522,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",87539,1202060068,522,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",88460,1204050223,521,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",88639,1219040219,521,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",89043,4111010474,521,M,BCA,SVU,P1,NO
"Government Medical College, Nandyal",89332,1202030273,520,F,BCE,SVU,P1,NO
"Government Medical College, Nandyal",89430,1205030669,520,M,BCD,SVU,P1,NO
"Government Medical College, Nandyal",90385,1221020220,519,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",90413,1202040451,519,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",90478,1205220334,519,M,BCB,SVU,P1,NO
"Government Medical College, Nandyal",90532,1205080055,519,F,BCD,SVU,P1,NO
"Government Medical College, Nandyal",90576,1212010816,519,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",90607,1202060201,519,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",91156,1204020554,518,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",91218,1204070123,518,F,BCA,SVU,P1,NO
"Government Medical College, Nandyal",91254,1204090029,518,F,BCA,SVU,P2,NO
"Government Medical College, Nandyal",91277,1205190302,518,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",92010,2711020043,517,F,BCB,SVU,P1,NO
"Government Medical College, Nandyal",92592,1205100204,517,F,BCA,SVU,P2,NO
"Government Medical College, Nandyal",117680,1205020155,491,M,BCC,SVU,P1,NO
"Government Medical College, Nandyal",123158,1228040117,486,F,SC,AU,P2,NO
"Government Medical College, Nandyal",128965,1204010377,480,F,SC,SVU,P1,NO
"Government Medical College, Nandyal",130166,1205170050,479,F,BCC,SVU,P1,NO
"Government Medical College, Nandyal",130612,1203020287,479,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",130979,1201010301,478,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",132147,1204020138,477,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",132968,1205010795,477,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",133080,1204010974,476,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",133353,1205270145,476,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",133698,1202060168,476,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",134127,1205060591,475,F,SC,SVU,P1,NO
"Government Medical College, Nandyal",134416,1205240376,475,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",134496,1205010757,475,M,SC,SVU,P1,NO
"Government Medical College, Nandyal",135246,1202010772,474,F,SC,SVU,P1,NO
"Government Medical College, Nandyal",136597,1205010284,473,F,SC,SVU,P2,NO
"Government Medical College, Nandyal",177952,1205080391,438,M,ST,SVU,P2,NO
"Government Medical College, Nandyal",178121,4201040554,438,F,ST,SVU,P2,NO
"Government Medical College, Nandyal",178859,1205210240,437,F,ST,SVU,P2,NO
"Government Medical College, Nandyal",180091,1205120427,436,M,ST,SVU,P2,NO
"Government Medical College, Nandyal",257277,1221020181,383,F,OC,SVU,P1,NO
"Government Medical College, Nandyal",779295,4201360245,184,M,OC,OUAPNL,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",27790,2712330068,602,F,OC,APNL,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",30443,1206010187,597,F,OC,AU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",33683,1206020490,592,F,OC,AU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",33727,4201030501,592,F,OC,AU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",34269,1224010141,591,F,BCD,AU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",35517,1204020082,589,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",37571,1204040615,586,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",40025,1204050429,582,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",40096,1203060195,582,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",42589,1205010695,579,F,BCD,AU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",42639,1206010529,579,F,BCD,AU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",42787,1201020552,578,F,BCD,AU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",42993,1205150432,578,M,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",45106,1203060213,575,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",45805,2712220556,574,F,BCB,APNL,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",47674,1202020342,571,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",47724,1203010094,571,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",48479,1205090434,570,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",49183,1204010892,569,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",50282,1205140174,568,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",50702,1204030024,567,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",50940,1204030374,567,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",50978,1204010917,567,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",51330,1202010071,566,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",51558,1205190437,566,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",51800,1205130030,566,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",52081,1204020598,565,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",52111,1205090349,565,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",52172,1204030227,565,M,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",52354,4219010317,565,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",53111,1205250273,564,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",53313,1205180420,564,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",53670,1202060122,563,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",53950,1221010471,563,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",54407,1205070244,562,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",54654,1205140048,562,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",55089,1205190401,561,F,BCA,AU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",56029,1203020829,560,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",56860,1205100415,559,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",57495,1203030204,558,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",57804,1205020840,558,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",57900,1204020511,558,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",58131,1204010894,557,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",58623,1205010711,557,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",58840,1219010536,556,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",59387,1205160260,556,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",62039,1204050297,552,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",62094,4201430128,552,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",62152,1204030167,552,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",62486,1219010272,552,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",63133,1203040335,551,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",63967,1203060852,550,F,OC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",69480,1205020796,543,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",71439,1204060484,541,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",72087,1203010706,540,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",73339,1203060630,539,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",75444,1204060052,536,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",75896,1205010061,536,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",76047,1204080136,535,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",77012,1204070353,534,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",77099,4219050461,534,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",78085,1205250228,533,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",80242,1204090137,530,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",80727,1205100264,530,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",82085,1202050261,528,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",82231,1204030489,528,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",82822,1205250177,528,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",83235,1204060341,527,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",83410,4201140381,527,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",84236,1205050365,526,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",84330,1205090341,526,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",85808,1205150431,524,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",85874,1205010401,524,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",86003,1204040054,524,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",86162,1205190366,524,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",86779,1222010445,523,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",86922,1212030438,523,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",86941,1205020171,523,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",87084,1204070146,523,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",87120,1205180255,523,F,BCB,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",87592,1203040443,522,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",87665,1205110314,522,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",88022,1205050263,522,M,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",89378,1203010860,520,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",89724,1205230230,520,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",90303,1205140077,519,F,BCD,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",90490,1204080274,519,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",90682,1205020662,519,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",91077,2712380264,518,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",91097,1204030092,518,F,BCA,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",92908,1204090232,516,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",95590,1205090148,514,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",98594,1202050167,510,F,BCE,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",102299,1204030403,506,F,BCE,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",102749,1205030788,506,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",105723,1205080445,503,F,SC,AU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",107217,1204020626,501,F,SC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",113271,1204060293,495,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",121565,1204050001,487,F,ST,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",121670,1205180161,487,F,BCC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",121832,1222020213,487,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",126704,1219040142,482,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",129999,1204040107,479,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",130310,1202010045,479,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",133099,1205020932,476,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",136288,1204040235,473,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",137352,1203020315,472,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",137664,1219030387,472,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",137962,1203040236,472,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",139002,1212050155,471,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",140017,1205080039,470,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",140060,1221010229,470,F,SC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",140135,1212010489,470,F,SC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",140697,1215020106,469,F,SC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",140823,1203060555,469,F,SC,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",141989,1205270337,468,F,ST,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",153752,1204020360,458,M,ST,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",168748,1205090293,445,F,ST,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",171283,1203020265,443,F,ST,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",177730,1203010795,438,F,ST,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",184414,1204010635,433,M,ST,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",186844,1205160134,431,F,ST,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",195878,4208060389,424,F,ST,SVU,P2,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",231546,1205120444,399,F,OC,SVU,P1,NO
"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",746215,1201080121,192,F,OC,AU,P1,NO
"Narayana Medical College, Nellore",33570,1205100242,592,M,OC,AU,P2,NO
"Narayana Medical College, Nellore",39787,1205230101,583,F,OC,APNL,P2,NO
"Narayana Medical College, Nellore",41558,1205080045,580,F,OC,AU,P2,NO
"Narayana Medical College, Nellore",44238,3115220314,576,F,OC,APNL,P2,NO
"Narayana Medical College, Nellore",44635,4101310192,576,F,OC,APNL,P2,NO
"Narayana Medical College, Nellore",49207,1202030308,569,F,OC,SVU,P1,NO
"Narayana Medical College, Nellore",50647,1205050242,567,F,OC,SVU,P1,NO
"Narayana Medical College, Nellore",51045,1205060512,567,F,OC,SVU,P1,NO
"Narayana Medical College, Nellore",52349,1205180292,565,F,OC,SVU,P1,NO
"Narayana Medical College, Nellore",52930,1219030120,564,M,OC,SVU,P1,NO
"Narayana Medical College, Nellore",53296,1205090147,564,M,OC,SVU,P1,NO
"Narayana Medical College, Nellore",53667,1205200284,563,M,OC,SVU,P1,NO
"Narayana Medical College, Nellore",53796,1203040475,563,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",54160,1205050686,563,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",55091,1203030246,561,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",55293,1205110336,561,F,BCD,AU,P1,NO
"Narayana Medical College, Nellore",56132,1219020359,560,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",56134,1204040158,560,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",56271,1219010686,560,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",56990,2001330239,559,F,BCD,NL,P1,NO
"Narayana Medical College, Nellore",57007,1205270308,559,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",57206,1205270229,559,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",57361,1205230147,559,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",58270,1204020220,557,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",58852,1202050382,556,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",58882,1205260096,556,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",58915,1205160285,556,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",59592,1229020229,556,M,BCD,AU,P1,NO
"Narayana Medical College, Nellore",59693,1204070072,555,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",59791,1204080351,555,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",59823,1205010374,555,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",59880,1205190409,555,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",60047,4219070240,555,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",60852,1212020440,554,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61307,1204010237,553,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61334,1203030134,553,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61335,1205140374,553,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61341,1219030185,553,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61382,1203040113,553,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61448,1203060658,553,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61472,1205190321,553,M,OC,SVU,P2,NO
"Narayana Medical College, Nellore",61650,1205270269,553,F,OC,SVU,P2,NO
"Narayana Medical College, Nellore",68663,4201480281,544,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",73615,1203030009,538,F,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",75042,2808020188,537,F,BCB,APNL,P1,NO
"Narayana Medical College, Nellore",76915,1203020194,534,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",77737,1204070172,533,M,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",77924,1202010415,533,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",77991,1203010561,533,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",78948,1205130103,532,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",78957,1203010658,532,F,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",79395,1228030193,531,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",79613,1205170115,531,M,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",81451,1203040233,529,F,BCE,SVU,P1,NO
"Narayana Medical College, Nellore",82119,1203060125,528,F,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",82132,1205160137,528,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",82945,1205030184,527,M,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",84108,1205190417,526,M,BCE,SVU,P1,NO
"Narayana Medical College, Nellore",84507,1203010348,526,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",84722,1203010181,525,M,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",84758,1221010605,525,M,BCE,SVU,P1,NO
"Narayana Medical College, Nellore",84797,1205130458,525,M,BCE,SVU,P1,NO
"Narayana Medical College, Nellore",84870,1204020562,525,M,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",86561,1205010201,523,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",87451,1205090462,522,M,BCE,SVU,P1,NO
"Narayana Medical College, Nellore",89257,1219040186,520,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",90380,1204060318,519,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",90439,1205180191,519,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",91110,1203010209,518,F,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",91177,1202020536,518,M,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",91329,1219030227,518,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",91369,1203040419,518,F,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",91490,1205040779,518,F,BCA,AU,P2,NO
"Narayana Medical College, Nellore",91997,1204010322,517,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",92107,4219020008,517,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",92188,1228030011,517,M,BCE,SVU,P1,NO
"Narayana Medical College, Nellore",92910,1204010415,516,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",92922,1219020375,516,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",92989,1204010603,516,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",93737,1205270007,516,M,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",93945,1203040353,515,M,BCD,SVU,P1,NO
"Narayana Medical College, Nellore",94047,1204010906,515,F,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",94056,1205150336,515,M,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",95199,1205090066,514,F,BCA,SVU,P2,NO
"Narayana Medical College, Nellore",95254,2712090256,514,F,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",95318,1212050003,514,M,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",95800,1203030178,513,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",95807,1203020332,513,F,BCB,SVU,P1,NO
"Narayana Medical College, Nellore",95975,1205070166,513,M,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",96133,1205180065,513,F,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",96650,1204090112,513,M,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",96772,4201100388,512,M,BCA,SVU,P1,NO
"Narayana Medical College, Nellore",97111,1212010274,512,F,BCA,SVU,P2,NO
"Narayana Medical College, Nellore",105294,1203030573,503,F,BCE,SVU,P1,NO
"Narayana Medical College, Nellore",129934,1203010358,479,M,SC,SVU,P2,NO
