,COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
822,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",263116,1205200139,379,F,BCB,AU,P2,NO
823,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",263131,1205190404,379,M,SC,AU,P2,NO
824,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",264245,3115140258,379,F,SC,AU,P2,NO
825,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",264728,1206140089,378,F,SC,AU,P2,NO
826,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",281457,1206080192,368,F,BCB,AU,P2,NO
827,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",282358,1201050193,368,M,ST,AU,P1,NO
828,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",285139,1206160417,366,F,BCB,AU,P2,NO
829,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",297876,1205130218,359,F,BCA,AU,P2,NO
830,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",299173,1206160519,358,F,BCA,AU,P2,NO
831,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",299520,1205010009,358,F,ST,AU,P1,NO
832,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",328136,1201120147,343,M,ST,AU,P1,NO
833,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",345159,1229040165,334,F,BCE,AU,P2,NO
834,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",358844,1201050309,328,F,BCE,AU,P2,NO
837,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",87856,1204080266,522,F,OC,SVU,P1,NO
838,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",121786,1204050166,487,F,OC,SVU,P2,NO
839,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",132283,1205120365,477,M,BCB,AU,P2,NO
840,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",141900,1203060750,468,F,BCB,SVU,P2,NO
841,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",154497,1202020851,457,F,OC,SVU,P2,NO
842,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",160921,1205200242,452,F,OC,SVU,P2,NO
843,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",166023,1205040519,448,F,OC,SVU,P2,NO
844,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",167623,1204010827,446,M,BCA,SVU,P2,NO
845,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",168900,1204020099,445,M,OC,SVU,P2,NO
846,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",172025,1202010928,443,M,BCA,SVU,P2,NO
847,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",175373,1203010339,440,F,OC,SVU,P2,NO
848,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",175908,1212050147,440,F,BCA,SVU,P2,NO
849,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",176086,1203060107,440,F,OC,SVU,P2,NO
850,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",176531,1221010007,439,F,OC,SVU,P2,NO
851,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",182767,1219030135,434,F,BCE,SVU,P2,NO
852,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",189655,1202010436,429,F,BCB,SVU,P2,NO
853,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",189718,1205100318,429,F,BCB,SVU,P2,NO
854,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",190889,1204020482,428,F,BCA,SVU,P2,NO
855,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",191833,1203010143,427,F,BCE,SVU,P2,NO
856,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",191932,3905080610,427,F,BCE,SVU,P2,NO
857,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",192118,1203010112,427,F,SC,SVU,P1,NO
858,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",193142,1204050463,426,M,BCE,SVU,P2,NO
859,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",193419,1202020649,426,F,BCB,SVU,P2,NO
860,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",193516,1205010522,426,M,BCD,SVU,P1,NO
861,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",197171,1204020146,423,F,SC,SVU,P2,NO
862,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",204219,1204010081,418,F,BCB,SVU,P2,NO
863,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",204718,1205190280,418,M,BCB,SVU,P2,NO
864,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",207127,1205170166,416,F,BCB,SVU,P2,NO
865,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",208604,4201200115,415,M,BCA,SVU,P2,NO
866,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",209718,1204060315,414,F,BCA,SVU,P2,NO
867,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",211041,4201180587,413,M,BCB,SVU,P2,NO
868,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",212739,4219060203,412,M,BCA,SVU,P2,NO
869,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",217215,1202030569,409,M,BCA,SVU,P2,NO
870,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",219588,1202010898,407,F,BCA,SVU,P2,NO
871,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",222530,1202010631,405,F,SC,SVU,P2,NO
872,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",222578,1204080011,405,F,BCD,SVU,P2,NO
873,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",224264,1203040190,404,F,SC,SVU,P2,NO
874,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",224388,1202010177,404,M,SC,SVU,P2,NO
875,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",226393,1205010733,403,M,SC,SVU,P2,NO
876,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",228430,1203060242,401,F,BCD,SVU,P2,NO
877,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",231539,1203010375,399,M,SC,SVU,P2,NO
878,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",232882,1221010010,398,F,BCA,SVU,P2,NO
879,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",235321,1205070481,397,F,BCA,SVU,P2,NO
880,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",236003,4201160524,396,F,BCD,SVU,P2,NO
881,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",237407,1204020136,395,F,BCD,SVU,P2,NO
882,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",250265,1205060235,387,F,BCC,SVU,P2,NO
883,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",313954,1204020802,350,M,ST,SVU,P2,NO
884,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",320153,1205170280,347,F,ST,SVU,P2,NO
885,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",331205,1203050007,341,F,ST,SVU,P2,NO
886,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",1052761,1204060128,130,M,BCA,SVU,P1,NO
887,"Care Dental College, Guntur",153674,1228010232,458,F,BCB,AU,P2,NO
888,"Care Dental College, Guntur",165552,1203030496,448,F,BCA,SVU,P2,NO
889,"Care Dental College, Guntur",170467,1208020458,444,F,SC,AU,P2,NO
890,"Care Dental College, Guntur",172837,1205050218,442,F,OC,AU,P2,NO
891,"Care Dental College, Guntur",193407,1222040086,426,F,SC,AU,P2,NO
892,"Care Dental College, Guntur",195907,1205220405,424,F,SC,AU,P2,NO
893,"Care Dental College, Guntur",207549,1201020029,416,M,BCD,AU,P2,NO
894,"Care Dental College, Guntur",212978,1205230245,412,F,BCA,AU,P2,NO
895,"Care Dental College, Guntur",213096,1228020191,412,F,OC,AU,P2,NO
896,"Care Dental College, Guntur",213855,1201010021,411,M,SC,AU,P2,NO
897,"Care Dental College, Guntur",219729,1201060029,407,F,BCE,AU,P1,NO
898,"Care Dental College, Guntur",222620,1201100120,405,M,SC,AU,P1,NO
899,"Care Dental College, Guntur",224092,1205080294,404,M,BCA,AU,P2,NO
900,"Care Dental College, Guntur",248333,1201010210,388,F,BCD,AU,P2,NO
901,"Care Dental College, Guntur",251572,1229010255,386,F,BCB,AU,P2,NO
902,"Care Dental College, Guntur",252385,1205070051,386,F,SC,AU,P2,NO
903,"Care Dental College, Guntur",256772,1201080194,383,M,SC,AU,P2,NO
904,"Care Dental College, Guntur",259723,1201030303,381,F,SC,AU,P2,NO
905,"Care Dental College, Guntur",259777,1205270314,381,F,BCD,AU,P2,NO
906,"Care Dental College, Guntur",263056,1216030276,379,F,SC,AU,P2,NO
907,"Care Dental College, Guntur",264798,1201010292,378,F,BCA,AU,P2,NO
908,"Care Dental College, Guntur",294128,1205260180,361,F,BCB,AU,P2,NO
909,"Care Dental College, Guntur",297728,1205020650,359,F,BCB,AU,P2,NO
910,"Care Dental College, Guntur",345390,1205050191,334,F,ST,SVU,P2,NO
911,"Care Dental College, Guntur",364042,1222010632,325,F,ST,AU,P2,NO
912,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",105327,1205030770,503,F,OC,AU,P2,NO
913,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",114972,1205010835,494,F,OC,AU,P2,NO
914,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",124089,4215020266,485,F,OC,AU,P2,NO
915,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",128124,1205240397,481,F,BCD,AU,P2,NO
916,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",129056,1214010163,480,F,OC,AU,P2,NO
917,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",130134,1220010383,479,F,BCD,AU,P2,NO
918,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",131434,1205030529,478,F,OC,AU,P2,NO
919,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",144143,1205250235,466,F,OC,AU,P2,NO
920,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",144226,1205110466,466,F,OC,AU,P2,NO
921,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",146728,1205260159,464,F,BCB,AU,P2,NO
922,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",147601,1225010115,463,F,BCD,AU,P2,NO
923,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",148748,1205040068,462,F,OC,AU,P2,NO
924,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",162402,1205040381,451,F,BCB,AU,P2,NO
925,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",163983,1205130385,450,F,BCD,AU,P2,NO
926,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",165309,1205130465,448,F,BCB,AU,P2,NO
927,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",175346,1205100410,440,F,BCA,AU,P2,NO
928,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",176400,1205220001,439,F,BCB,AU,P2,NO
929,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",180494,1201040231,436,F,BCB,AU,P2,NO
930,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",180948,1205120263,436,M,BCB,AU,P2,NO
931,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",187922,1205030706,430,F,OC,AU,P2,NO
932,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",189372,1205060391,429,M,OC,AU,P2,NO
933,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",190520,1228030041,428,F,BCE,AU,P2,NO
934,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",192235,1203040359,427,F,SC,AU,P2,NO
935,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",195914,1205030720,424,F,OC,AU,P2,NO
936,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",196646,1212020544,424,F,BCE,SVU,P2,NO
937,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",198867,1205160274,422,M,OC,AU,P2,NO
938,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",199570,1206030619,422,F,BCA,AU,P2,NO
939,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",204269,1206040110,418,F,BCB,AU,P2,NO
940,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",204362,1205020384,418,M,SC,AU,P2,NO
941,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",204592,1201010426,418,F,OC,AU,P2,NO
942,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",207187,1220010558,416,F,BCB,AU,P2,NO
943,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",208596,4204040237,415,F,BCB,AU,P2,NO
944,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",208790,1205270056,415,F,BCB,AU,P2,NO
945,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",212402,1224050095,412,F,SC,AU,P2,NO
946,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",213816,1201020505,411,F,OC,AU,P2,NO
947,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",215735,1205030557,410,F,OC,AU,P2,NO
948,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",215904,1201080302,410,F,OC,AU,P2,NO
949,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",216805,1205080337,409,F,SC,AU,P2,NO
950,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",221024,1201090097,406,F,BCA,AU,P2,NO
951,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",221025,1205120004,406,M,SC,AU,P1,NO
952,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",221250,1205050264,406,F,SC,AU,P2,NO
953,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",224837,1224030437,404,F,BCB,AU,P2,NO
954,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",231966,1205150219,399,F,SC,AU,P2,NO
955,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",236642,1205040426,396,F,SC,AU,P2,NO
956,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",276586,1201040206,371,F,ST,AU,P2,NO
957,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",289058,1205080261,364,F,BCE,AU,P2,NO
958,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",290357,1205220160,363,F,ST,AU,P2,NO
961,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",398697,1206150150,309,F,ST,AU,P2,NO
962,"G. Pulla Reddy Dental College and Hospital, Kurnool",79791,1202070269,531,F,OC,SVU,P1,NO
963,"G. Pulla Reddy Dental College and Hospital, Kurnool",105486,1202050133,503,F,OC,SVU,P2,NO
964,"G. Pulla Reddy Dental College and Hospital, Kurnool",116974,1202060558,492,F,OC,SVU,P1,NO
965,"G. Pulla Reddy Dental College and Hospital, Kurnool",124648,1204060190,484,F,OC,SVU,P1,NO
966,"G. Pulla Reddy Dental College and Hospital, Kurnool",135565,1202010947,474,F,OC,SVU,P2,NO
967,"G. Pulla Reddy Dental College and Hospital, Kurnool",137307,1202050130,472,F,BCE,SVU,P2,NO
968,"G. Pulla Reddy Dental College and Hospital, Kurnool",145417,1202040138,465,F,BCD,SVU,P2,NO
969,"G. Pulla Reddy Dental College and Hospital, Kurnool",148882,1205160040,462,M,BCA,SVU,P2,NO
970,"G. Pulla Reddy Dental College and Hospital, Kurnool",158022,1205160434,454,M,BCA,SVU,P2,NO
971,"G. Pulla Reddy Dental College and Hospital, Kurnool",159354,1202020229,453,F,OC,SVU,P2,NO
972,"G. Pulla Reddy Dental College and Hospital, Kurnool",162806,1202010778,450,F,SC,SVU,P2,NO
973,"G. Pulla Reddy Dental College and Hospital, Kurnool",165228,1203010683,448,M,BCA,SVU,P2,NO
974,"G. Pulla Reddy Dental College and Hospital, Kurnool",165622,1205130323,448,F,OC,SVU,P2,NO
975,"G. Pulla Reddy Dental College and Hospital, Kurnool",166624,1202010246,447,F,SC,SVU,P2,NO
976,"G. Pulla Reddy Dental College and Hospital, Kurnool",169125,1205080374,445,M,BCA,SVU,P2,NO
977,"G. Pulla Reddy Dental College and Hospital, Kurnool",172575,1204010048,442,F,BCD,SVU,P2,NO
978,"G. Pulla Reddy Dental College and Hospital, Kurnool",180965,1205250167,436,M,BCB,SVU,P1,NO
979,"G. Pulla Reddy Dental College and Hospital, Kurnool",184948,1219030339,433,F,BCB,SVU,P2,NO
980,"G. Pulla Reddy Dental College and Hospital, Kurnool",193318,1205080479,426,F,SC,SVU,P2,NO
981,"G. Pulla Reddy Dental College and Hospital, Kurnool",212687,1205230192,412,M,BCA,SVU,P2,NO
982,"G. Pulla Reddy Dental College and Hospital, Kurnool",216768,1212030052,409,F,SC,SVU,P2,NO
983,"G. Pulla Reddy Dental College and Hospital, Kurnool",219818,1204030331,407,M,SC,SVU,P2,NO
984,"G. Pulla Reddy Dental College and Hospital, Kurnool",290802,1202020369,363,F,ST,SVU,P1,NO
985,"G. Pulla Reddy Dental College and Hospital, Kurnool",317833,1223020261,348,M,OC,SVU,P2,NO
986,"G. Pulla Reddy Dental College and Hospital, Kurnool",323894,1205100018,345,F,ST,SVU,P2,NO
987,"GITAM Dental College and Hospital, Visakhapatnam",104428,1206020408,504,F,OC,AU,P2,NO
988,"GITAM Dental College and Hospital, Visakhapatnam",115735,1206100381,493,F,BCD,AU,P2,NO
989,"GITAM Dental College and Hospital, Visakhapatnam",117384,1224030250,491,M,BCB,AU,P2,NO
990,"GITAM Dental College and Hospital, Visakhapatnam",124781,1205020567,484,F,BCD,AU,P2,NO
991,"GITAM Dental College and Hospital, Visakhapatnam",132308,1206030324,477,F,BCD,AU,P2,NO
992,"GITAM Dental College and Hospital, Visakhapatnam",135285,1206030128,474,F,OC,AU,P2,NO
993,"GITAM Dental College and Hospital, Visakhapatnam",136437,1205020073,473,M,OC,AU,P1,NO
994,"GITAM Dental College and Hospital, Visakhapatnam",145326,1206010391,465,F,OC,AU,P2,NO
995,"GITAM Dental College and Hospital, Visakhapatnam",158382,1206140177,454,M,BCD,AU,P2,NO
996,"GITAM Dental College and Hospital, Visakhapatnam",158456,1229060074,454,F,OC,AU,P2,NO
997,"GITAM Dental College and Hospital, Visakhapatnam",168701,1206030270,446,F,BCD,AU,P2,NO
998,"GITAM Dental College and Hospital, Visakhapatnam",172564,1224020053,442,F,BCB,AU,P2,NO
999,"GITAM Dental College and Hospital, Visakhapatnam",175966,1203020200,440,M,OC,AU,P2,NO
1000,"GITAM Dental College and Hospital, Visakhapatnam",176463,1205030155,439,M,BCD,AU,P2,NO
1001,"GITAM Dental College and Hospital, Visakhapatnam",178839,1206100383,437,M,SC,AU,P2,NO
1002,"GITAM Dental College and Hospital, Visakhapatnam",190630,1228030061,428,F,BCC,AU,P2,NO
1003,"GITAM Dental College and Hospital, Visakhapatnam",193148,1225010566,426,F,BCD,AU,P2,NO
1004,"GITAM Dental College and Hospital, Visakhapatnam",194744,1206160435,425,F,BCD,AU,P2,NO
1005,"GITAM Dental College and Hospital, Visakhapatnam",196336,1206110345,424,F,BCD,AU,P2,NO
1006,"GITAM Dental College and Hospital, Visakhapatnam",200246,1206020510,421,F,OC,AU,P2,NO
1007,"GITAM Dental College and Hospital, Visakhapatnam",202767,1213010335,419,F,OC,AU,P2,NO
1008,"GITAM Dental College and Hospital, Visakhapatnam",202968,1205050305,419,F,OC,AU,P2,NO
1009,"GITAM Dental College and Hospital, Visakhapatnam",203063,1205150168,419,F,OC,AU,P2,NO
1010,"GITAM Dental College and Hospital, Visakhapatnam",204366,1205020190,418,M,BCB,AU,P2,NO
1011,"GITAM Dental College and Hospital, Visakhapatnam",204506,1206090010,418,M,BCA,AU,P2,NO
1012,"GITAM Dental College and Hospital, Visakhapatnam",207681,1205220289,416,F,OC,AU,P2,NO
1013,"GITAM Dental College and Hospital, Visakhapatnam",208319,1205030704,415,F,OC,AU,P2,NO
1014,"GITAM Dental College and Hospital, Visakhapatnam",210494,1205020205,414,F,BCB,AU,P2,NO
1015,"GITAM Dental College and Hospital, Visakhapatnam",211214,1201090173,413,F,OC,AU,P2,NO
1016,"GITAM Dental College and Hospital, Visakhapatnam",211838,1224020301,413,M,SC,AU,P2,NO
1017,"GITAM Dental College and Hospital, Visakhapatnam",213823,1224010078,411,F,BCB,AU,P2,NO
1018,"GITAM Dental College and Hospital, Visakhapatnam",215705,1220050154,410,M,BCA,AU,P2,NO
1019,"GITAM Dental College and Hospital, Visakhapatnam",228407,1205020169,401,M,SC,AU,P1,NO
1021,"GITAM Dental College and Hospital, Visakhapatnam",242385,1206060524,392,F,BCE,AU,P2,NO
1022,"GITAM Dental College and Hospital, Visakhapatnam",244033,1205170418,391,M,BCA,AU,P2,NO
1023,"GITAM Dental College and Hospital, Visakhapatnam",245373,1222010175,390,M,SC,AU,P2,NO
1024,"GITAM Dental College and Hospital, Visakhapatnam",247288,1228040084,389,F,SC,AU,P2,NO
1025,"GITAM Dental College and Hospital, Visakhapatnam",247584,1201010205,389,M,BCA,AU,P2,NO
1026,"GITAM Dental College and Hospital, Visakhapatnam",248101,1205220268,389,F,BCA,AU,P2,NO
1027,"GITAM Dental College and Hospital, Visakhapatnam",251529,1205110193,386,F,SC,AU,P2,NO
1028,"GITAM Dental College and Hospital, Visakhapatnam",253220,1206130004,385,F,SC,AU,P2,NO
1029,"GITAM Dental College and Hospital, Visakhapatnam",258073,1205170283,382,F,SC,AU,P2,NO
1030,"GITAM Dental College and Hospital, Visakhapatnam",265220,1229030125,378,F,ST,AU,P2,NO
1031,"GITAM Dental College and Hospital, Visakhapatnam",267169,1206010518,377,F,BCA,AU,P2,NO
1032,"GITAM Dental College and Hospital, Visakhapatnam",271388,1206060379,374,F,ST,AU,P1,NO
1033,"GITAM Dental College and Hospital, Visakhapatnam",277061,1205170453,371,F,BCA,AU,P2,NO
1034,"GITAM Dental College and Hospital, Visakhapatnam",277883,1206070360,370,M,BCA,AU,P2,NO
1035,"GITAM Dental College and Hospital, Visakhapatnam",347718,1222010776,333,M,BCE,AU,P2,NO
1036,"GITAM Dental College and Hospital, Visakhapatnam",400018,1205050672,309,F,ST,AU,P2,NO
1037,"Government Dental College and Hospital, Kadapa",73581,1205110082,538,F,OC,SVU,P1,NO
1038,"Government Dental College and Hospital, Kadapa",75565,1205090024,536,F,OC,SVU,P1,NO
1039,"Government Dental College and Hospital, Kadapa",77037,1203040240,534,M,OC,SVU,P1,NO
1040,"Government Dental College and Hospital, Kadapa",82927,1204040202,527,F,OC,SVU,P1,NO
1041,"Government Dental College and Hospital, Kadapa",83948,1205210159,526,F,OC,SVU,P2,NO
1042,"Government Dental College and Hospital, Kadapa",87561,1204020559,522,M,OC,SVU,P2,NO
1043,"Government Dental College and Hospital, Kadapa",96047,1203050165,513,M,OC,SVU,P1,NO
1044,"Government Dental College and Hospital, Kadapa",106654,1204030353,502,M,OC,SVU,P1,NO
1045,"Government Dental College and Hospital, Kadapa",111255,1205170199,497,F,BCB,AU,P1,NO
1046,"Government Dental College and Hospital, Kadapa",114261,1219020578,494,F,OC,SVU,P1,NO
1047,"Government Dental College and Hospital, Kadapa",114652,1203060117,494,F,OC,SVU,P1,NO
1048,"Government Dental College and Hospital, Kadapa",115360,1205110185,493,M,BCA,AU,P1,NO
1049,"Government Dental College and Hospital, Kadapa",117380,1205040085,491,F,OC,SVU,P1,NO
1051,"Government Dental College and Hospital, Kadapa",120080,1204030412,489,F,OC,SVU,P1,NO
1052,"Government Dental College and Hospital, Kadapa",120995,1204010153,488,M,OC,SVU,P1,NO
1053,"Government Dental College and Hospital, Kadapa",122504,1203010230,486,F,OC,SVU,P1,NO
1054,"Government Dental College and Hospital, Kadapa",124106,4219020440,485,F,OC,SVU,P2,NO
1055,"Government Dental College and Hospital, Kadapa",124876,1204070145,484,F,BCD,SVU,P2,NO
1056,"Government Dental College and Hospital, Kadapa",125877,1212020111,483,F,OC,SVU,P2,NO
1057,"Government Dental College and Hospital, Kadapa",127733,4201170030,481,M,BCD,SVU,P1,NO
1058,"Government Dental College and Hospital, Kadapa",127851,1205020051,481,M,BCD,SVU,P1,NO
1059,"Government Dental College and Hospital, Kadapa",128015,1204030116,481,M,BCA,SVU,P1,NO
1060,"Government Dental College and Hospital, Kadapa",128816,1205030870,480,F,OC,SVU,P2,NO
1061,"Government Dental College and Hospital, Kadapa",130195,1205170224,479,F,OC,SVU,P2,NO
1062,"Government Dental College and Hospital, Kadapa",131187,2712020816,478,M,BCB,SVU,P1,NO
1063,"Government Dental College and Hospital, Kadapa",135521,1205190055,474,F,BCA,SVU,P2,NO
1064,"Government Dental College and Hospital, Kadapa",136496,1205030310,473,F,BCD,SVU,P2,NO
1065,"Government Dental College and Hospital, Kadapa",137022,1205050733,473,M,OC,SVU,P2,NO
1066,"Government Dental College and Hospital, Kadapa",137448,1205150058,472,M,BCB,SVU,P2,NO
1067,"Government Dental College and Hospital, Kadapa",140285,1219030091,470,M,BCB,SVU,P2,NO
1068,"Government Dental College and Hospital, Kadapa",140744,1204050420,469,F,BCE,SVU,P2,NO
1069,"Government Dental College and Hospital, Kadapa",140928,1219020215,469,F,OC,SVU,P2,NO
1070,"Government Dental College and Hospital, Kadapa",140949,1202050203,469,F,BCA,SVU,P2,NO
1071,"Government Dental College and Hospital, Kadapa",141901,1204050215,468,F,BCD,SVU,P2,NO
1072,"Government Dental College and Hospital, Kadapa",143071,4204010333,467,F,BCB,SVU,P2,NO
1073,"Government Dental College and Hospital, Kadapa",144379,1205090015,466,F,OC,SVU,P2,NO
1074,"Government Dental College and Hospital, Kadapa",148814,1205200120,462,M,BCE,SVU,P2,NO
1075,"Government Dental College and Hospital, Kadapa",149880,1204050486,461,M,OC,SVU,P2,NO
1076,"Government Dental College and Hospital, Kadapa",150977,1205120115,460,F,BCE,SVU,P2,NO
1077,"Government Dental College and Hospital, Kadapa",150998,1203060573,460,M,OC,SVU,P2,NO
1078,"Government Dental College and Hospital, Kadapa",151088,1202050052,460,F,BCE,SVU,P2,NO
